date,version,copyright,dbserver,FullName,lang,ShortIdentifier,LegalCode,count,id,OrphaCode,ExpertLink,lang2,Name,lang3,count4,id5,OrphaCode6,Name7,lang8,id9,cycle,id10,Name11,lang12
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,14,365,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=365,en,Glycogen storage disease due to acid maltase deficiency,en,1,10507,68367,Rare inborn errors of metabolism,en,14,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17614,166087,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166087,en,Von Willebrand disease type 2B,en,1,13010,97992,Rare hematologic disease,en,17614,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,15,366,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=366,en,Glycogen storage disease due to glycogen debranching enzyme deficiency,en,1,10507,68367,Rare inborn errors of metabolism,en,15,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17616,166093,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166093,en,Von Willebrand disease type 2N,en,1,13010,97992,Rare hematologic disease,en,17616,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17,368,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=368,en,Glycogen storage disease due to muscle glycogen phosphorylase deficiency,en,1,10507,68367,Rare inborn errors of metabolism,en,17,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17617,166096,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166096,en,Von Willebrand disease type 3,en,1,13010,97992,Rare hematologic disease,en,17617,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,16,367,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=367,en,Glycogen storage disease due to glycogen branching enzyme deficiency,en,1,10507,68367,Rare inborn errors of metabolism,en,16,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17618,166100,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166100,en,Autosomal dominant otospondylomegaepiphyseal dysplasia,en,1,12333,93419,Rare bone disease,en,17618,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,19,371,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=371,en,Glycogen storage disease due to muscle phosphofructokinase deficiency,en,1,10507,68367,Rare inborn errors of metabolism,en,19,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17619,166105,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166105,en,FASTKD2-related infantile mitochondrial encephalomyopathy,en,1,13024,98006,Rare neurologic disease,en,17619,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,18,369,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=369,en,Glycogen storage disease due to liver glycogen phosphorylase deficiency,en,1,10507,68367,Rare inborn errors of metabolism,en,18,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,21,447,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=447,en,Paroxysmal nocturnal hemoglobinuria,en,1,13010,97992,Rare hematologic disease,en,21,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17620,166108,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166108,en,"Intellectual disability, Birk-Barel type",en,1,12469,93890,Rare developmental defect during embryogenesis,en,17620,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17621,166113,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166113,en,Bazex syndrome,en,1,11896,89826,Rare skin disease,en,17621,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17622,166119,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166119,en,Isolated osteopoikilosis,en,1,12333,93419,Rare bone disease,en,17622,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,22,487,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=487,en,Krabbe disease,en,1,10507,68367,Rare inborn errors of metabolism,en,22,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17624,166260,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166260,en,Dentinogenesis imperfecta type 2,en,1,13044,98026,Rare odontologic disease,en,17624,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17625,166265,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166265,en,Dentinogenesis imperfecta type 3,en,1,13044,98026,Rare odontologic disease,en,17625,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,24,583,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=583,en,Mucopolysaccharidosis type 6,en,1,10507,68367,Rare inborn errors of metabolism,en,24,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17626,166272,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166272,en,Odontochondrodysplasia,en,1,12333,93419,Rare bone disease,en,17626,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,27,576,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=576,en,Mucolipidosis type II,en,1,10507,68367,Rare inborn errors of metabolism,en,27,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17627,166277,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166277,en,Wormian bone-multiple fractures-dentinogenesis imperfecta-skeletal dysplasia,en,1,12333,93419,Rare bone disease,en,17627,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,26,812,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=812,en,Sialidosis type 1,en,1,10507,68367,Rare inborn errors of metabolism,en,26,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17628,166282,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166282,en,Familial sick sinus syndrome,en,1,12948,97929,Rare cardiac disease,en,17628,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,29,578,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=578,en,Mucolipidosis type IV,en,1,10507,68367,Rare inborn errors of metabolism,en,29,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17629,166286,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166286,en,Porokeratotic eccrine ostial and dermal duct nevus,en,1,11896,89826,Rare skin disease,en,17629,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,28,577,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=577,en,Mucolipidosis type III,en,1,10507,68367,Rare inborn errors of metabolism,en,28,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17630,166291,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166291,en,Dirofilariasis,en,1,10557,68416,Rare infectious disease,en,17630,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17635,166308,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166308,en,Benign infantile focal epilepsy with midline spikes and waves during sleep,en,1,13024,98006,Rare neurologic disease,en,17635,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17634,166305,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166305,en,Benign infantile seizures associated with mild gastroenteritis,en,1,13024,98006,Rare neurologic disease,en,17634,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,32,2912,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2912,en,Poliomyelitis,en,1,10557,68416,Rare infectious disease,en,32,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17633,166302,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166302,en,Benign partial epilepsy with secondarily generalized seizures in infancy,en,1,13024,98006,Rare neurologic disease,en,17633,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17632,166299,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166299,en,Benign partial epilepsy of infancy with complex partial seizures,en,1,13024,98006,Rare neurologic disease,en,17632,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,38,796,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=796,en,Sandhoff disease,en,1,10507,68367,Rare inborn errors of metabolism,en,38,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17639,166409,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166409,en,Photosensitive epilepsy,en,1,13024,98006,Rare neurologic disease,en,17639,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,42,461,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=461,en,Recessive X-linked ichthyosis,en,1,11896,89826,Rare skin disease,en,42,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17643,166421,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166421,en,Orgasm-induced seizures,en,1,13024,98006,Rare neurologic disease,en,17643,TRUE,21485,Preferential parent,en
